Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,GOOG,META,MSFT,NVDA,GOOG,META,MSFT,NVDA,GOOG,META,MSFT,NVDA,GOOG,META,MSFT,NVDA,GOOG,META,MSFT,NVDA,GOOG,META,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,116.70149993896484,202.40524291992188,262.076904296875,181.54205322265625,116.70149993896484,202.6199951171875,266.82000732421875,181.77000427246094,117.22750091552734,205.4600067138672,268.3299865722656,183.7100067138672,115.3375015258789,198.36000061035156,262.4599914550781,176.33999633789062,117.22750091552734,202.1199951171875,266.1099853515625,180.74000549316406,21576000,24872700,28828800,58583000
2022-05-18,112.4010009765625,192.0362548828125,250.14463806152344,169.16761779785156,112.4010009765625,192.24000549316406,254.0800018310547,169.3800048828125,115.69564819335938,201.0,263.6000061035156,181.17999267578125,112.14199829101562,191.6300048828125,252.77000427246094,168.63999938964844,115.23750305175781,200.0,263.0,177.0500030517578,27982000,23960000,31356000,54516100
2022-05-19,110.74549865722656,191.08724975585938,249.2191925048828,171.0252685546875,110.74549865722656,191.2899932861328,253.13999938964844,171.24000549316406,113.5875015258789,195.2899932861328,257.6700134277344,176.8699951171875,110.46800231933594,189.60000610351562,251.8800048828125,167.33999633789062,111.84100341796875,191.1999969482422,253.89999389648438,169.3699951171875,29192000,24446900,32692300,62131000
2022-05-20,109.31300354003906,193.33486938476562,248.64816284179688,166.73065185546875,109.31300354003906,193.5399932861328,252.55999755859375,166.94000244140625,112.55000305175781,197.91000366210938,258.5400085449219,174.10000610351562,106.37300109863281,187.8699951171875,246.44000244140625,157.5500030517578,112.08550262451172,194.97000122070312,257.239990234375,173.32000732421875,37586000,31465600,39199300,73910500
2022-05-23,111.66649627685547,196.0220184326172,256.61285400390625,168.76808166503906,111.66649627685547,196.22999572753906,260.6499938964844,168.97999572753906,112.00550079345703,196.99000549316406,261.5,169.14999389648438,109.15425109863281,191.24000549316406,253.42999267578125,161.7899932861328,110.10399627685547,195.19000244140625,255.49000549316406,162.74000549316406,31558000,25059200,33175400,63988900
2022-05-24,105.9260025024414,181.08786010742188,255.59877014160156,161.33741760253906,105.9260025024414,181.27999877929688,259.6199951171875,161.5399932861328,106.3949966430664,183.67999267578125,261.3299865722656,165.97000122070312,102.20800018310547,176.11000061035156,253.5,157.8000030517578,106.37750244140625,180.5500030517578,257.8900146484375,165.10000610351562,60386000,50406300,29043900,58855000
2022-05-25,105.8395004272461,183.63516235351562,258.45391845703125,169.53712463378906,105.8395004272461,183.8300018310547,262.5199890136719,169.75,106.5447006225586,185.4499969482422,264.5799865722656,171.11000061035156,104.21125030517578,179.32000732421875,257.1300048828125,160.0,105.14199829101562,180.39999389648438,258.1400146484375,160.1999969482422,37900000,28030200,28547900,78113200
2022-05-26,108.2959976196289,191.42689514160156,261.78155517578125,178.28616333007812,108.2959976196289,191.6300048828125,265.8999938964844,178.50999450683594,108.95525360107422,192.8300018310547,267.1099853515625,180.9199981689453,105.48799896240234,182.25999450683594,261.42999267578125,160.22000122070312,106.05049896240234,182.8800048828125,262.2699890136719,160.36000061035156,30288000,23056500,25002100,99657500
2022-05-27,112.79900360107422,194.92318725585938,269.0078430175781,187.87411499023438,112.79900360107422,195.1300048828125,273.239990234375,188.11000061035156,112.86799621582031,195.3300018310547,273.3399963378906,188.80999755859375,109.55000305175781,189.8000030517578,267.55999755859375,181.0,109.78849792480469,191.36000061035156,268.4800109863281,181.86000061035156,29924000,22562700,26910800,73837900
2022-05-31,114.03900146484375,193.4347686767578,267.65911865234375,186.48582458496094,114.03900146484375,193.63999938964844,271.8699951171875,186.72000122070312,116.43350219726562,197.60000610351562,274.7699890136719,192.0,112.57250213623047,192.00999450683594,268.92999267578125,183.5,113.0790023803711,194.88999938964844,272.5299987792969,189.8000030517578,51302000,26131100,37827700,66410000
2022-06-01,114.13700103759766,188.4400634765625,268.2005920410156,182.9702606201172,114.13700103759766,188.63999938964844,272.4200134277344,183.1999969482422,117.39900207519531,199.52999877929688,277.69000244140625,190.52999877929688,113.55049896240234,185.0,270.0400085449219,181.22000122070312,114.93150329589844,196.50999450683594,275.20001220703125,187.24000549316406,28630000,36623500,25292200,54451400
2022-06-02,117.74600219726562,198.64923095703125,270.3270568847656,195.67431640625,117.74600219726562,198.86000061035156,274.5799865722656,195.9199981689453,117.89800262451172,200.94000244140625,274.6499938964844,196.19000244140625,113.30799865722656,187.72999572753906,261.6000061035156,181.97999572753906,114.18800354003906,188.4499969482422,264.45001220703125,182.9199981689453,27472000,31951600,44008200,64865600
2022-06-03,114.56400299072266,190.57778930664062,265.8377380371094,186.96524047851562,114.56400299072266,190.77999877929688,270.0199890136719,187.1999969482422,116.364501953125,196.61000061035156,273.45001220703125,193.32000732421875,113.66799926757812,189.77999877929688,268.4100036621094,185.22000122070312,115.99250030517578,195.97999572753906,270.30999755859375,190.82000732421875,25052000,19465000,28059000,59877900
