Date,Open,High,Low,Close,Adj Close,Volume
2022-04-11,218.4199981689453,220.61000061035156,215.22000122070312,216.4600067138672,216.23057556152344,20516600
2022-04-12,220.24000549316406,222.02999877929688,213.1300048828125,214.13999938964844,213.9130401611328,20128800
2022-04-13,211.82000732421875,216.61000061035156,211.3300018310547,214.99000549316406,214.76214599609375,19231800
2022-04-14,214.88999938964844,214.99000549316406,210.0,210.17999267578125,209.9572296142578,18379500
2022-04-18,210.0,213.3800048828125,208.3000030517578,210.77000427246094,210.54661560058594,16580800
2022-04-19,210.52000427246094,218.42999267578125,209.0,217.30999755859375,217.0796661376953,20089900
2022-04-20,213.61000061035156,214.16000366210938,198.9199981689453,200.4199981689453,200.20758056640625,43036500
2022-04-21,201.60000610351562,202.97000122070312,185.5800018310547,188.07000732421875,187.87066650390625,49954100
2022-04-22,190.3699951171875,192.72000122070312,183.27000427246094,184.11000061035156,183.9148712158203,36426800
2022-04-25,182.72999572753906,187.17999267578125,181.66000366210938,186.99000549316406,186.79180908203125,29281100
2022-04-26,186.6300048828125,187.19000244140625,179.5,180.9499969482422,180.75820922851562,31747400
2022-04-27,174.42999267578125,181.2100067138672,169.0,174.9499969482422,174.7645721435547,71062900
2022-04-28,202.9199981689453,208.52999877929688,192.89999389648438,205.72999572753906,205.51194763183594,100890600
2022-04-29,204.4600067138672,212.47999572753906,199.89999389648438,200.47000122070312,200.2575225830078,49193400
2022-05-02,201.1699981689453,211.8800048828125,200.99000549316406,211.1300048828125,210.90623474121094,49915300
2022-05-03,210.4499969482422,214.89999389648438,208.08999633789062,212.02999877929688,211.80526733398438,41556300
2022-05-04,210.64999389648438,224.3000030517578,206.9600067138672,223.41000366210938,223.1732177734375,41375900
2022-05-05,218.74000549316406,220.1699981689453,206.16000366210938,208.27999877929688,208.0592498779297,41129200
2022-05-06,207.33999633789062,209.3800048828125,201.02000427246094,203.77000427246094,203.5540313720703,34747200
2022-05-09,199.83999633789062,202.57000732421875,195.5800018310547,196.2100067138672,196.00204467773438,36303200
2022-05-10,199.50999450683594,202.9600067138672,194.19000244140625,197.64999389648438,197.4405059814453,34452500
2022-05-11,196.3300018310547,200.6699981689453,188.27000427246094,188.74000549316406,188.5399627685547,31153400
2022-05-12,187.05999755859375,198.0500030517578,184.77999877929688,191.24000549316406,191.0373077392578,38262200
2022-05-13,192.5800018310547,199.88999938964844,191.27999877929688,198.6199951171875,198.40948486328125,24549800
2022-05-16,197.0500030517578,205.3699951171875,195.92999267578125,200.0399932861328,199.82797241210938,27112600
2022-05-17,202.1199951171875,205.4600067138672,198.36000061035156,202.6199951171875,202.40524291992188,24872700
2022-05-18,200.0,201.0,191.6300048828125,192.24000549316406,192.0362548828125,23960000
2022-05-19,191.1999969482422,195.2899932861328,189.60000610351562,191.2899932861328,191.08724975585938,24446900
2022-05-20,194.97000122070312,197.91000366210938,187.8699951171875,193.5399932861328,193.33486938476562,31465600
2022-05-23,195.19000244140625,196.99000549316406,191.24000549316406,196.22999572753906,196.0220184326172,25059200
2022-05-24,180.5500030517578,183.67999267578125,176.11000061035156,181.27999877929688,181.08786010742188,50406300
2022-05-25,180.39999389648438,185.4499969482422,179.32000732421875,183.8300018310547,183.63516235351562,28030200
2022-05-26,182.8800048828125,192.8300018310547,182.25999450683594,191.6300048828125,191.42689514160156,23056500
2022-05-27,191.36000061035156,195.3300018310547,189.8000030517578,195.1300048828125,194.92318725585938,22562700
2022-05-31,194.88999938964844,197.60000610351562,192.00999450683594,193.63999938964844,193.4347686767578,26131100
2022-06-01,196.50999450683594,199.52999877929688,185.0,188.63999938964844,188.4400634765625,36623500
2022-06-02,188.4499969482422,200.94000244140625,187.72999572753906,198.86000061035156,198.64923095703125,31951600
2022-06-03,195.97999572753906,196.61000061035156,189.77999877929688,190.77999877929688,190.57778930664062,19465000
2022-06-06,193.99000549316406,196.9199981689453,188.39999389648438,194.25,194.0441131591797,30574200
2022-06-07,191.92999267578125,196.52999877929688,191.49000549316406,195.64999389648438,195.442626953125,18828700
2022-06-08,194.6699981689453,202.02999877929688,194.41000366210938,196.63999938964844,196.43157958984375,22267200
2022-06-09,194.27999877929688,199.4499969482422,183.67999267578125,184.0,183.8049774169922,23501600
2022-06-10,183.0399932861328,183.10000610351562,175.02000427246094,175.57000732421875,175.38392639160156,27450800
2022-06-13,170.58999633789062,172.5800018310547,164.02999877929688,164.25999450683594,164.0858917236328,31749300
2022-06-14,166.02999877929688,166.75,161.36000061035156,163.72999572753906,163.55645751953125,27244300
2022-06-15,167.1999969482422,172.16000366210938,163.97999572753906,169.35000610351562,169.17051696777344,30008300
2022-06-16,163.72000122070312,165.0800018310547,159.61000061035156,160.8699951171875,160.69949340820312,26944100
2022-06-17,161.67999267578125,165.89999389648438,159.89999389648438,163.74000549316406,163.5664520263672,31374200
2022-06-21,165.92999267578125,167.75999450683594,155.97000122070312,157.0500030517578,156.883544921875,50724900
2022-06-22,158.3800048828125,160.7899932861328,155.44000244140625,155.85000610351562,155.68482971191406,47267800
2022-06-23,156.27000427246094,159.75,154.25,158.75,158.5817413330078,40499200
2022-06-24,161.72999572753906,170.25,161.3000030517578,170.16000366210938,169.9796600341797,68736000
