Date,cola_close,cola_high,cola_low,cola_open
2023-06-05,56.899688720703125,57.812414855107875,56.28806504377439,57.39839493792774
2023-06-12,58.02883529663086,58.499313949294844,56.47625789652009,57.01260327339964
2023-06-19,58.02516555786133,58.87847463534479,57.81657720663436,58.39493318645128
2023-06-26,57.09600067138672,58.17686092707151,56.66934435551002,58.034640949511186
2023-07-03,56.65985870361328,57.93034433682811,56.63141615602323,57.077035357889386
2023-07-10,57.74072265625,57.87345936769819,55.78758694218691,56.858967510996614
2023-07-17,59.20083236694336,59.42838360728916,57.27614274360234,57.60798453493553
2023-07-24,59.23875427246094,59.98777268559821,58.20529954023979,59.18186556192255
2023-07-31,57.56058120727539,59.34305453593483,57.47524994109477,59.210317814499284
2023-08-07,57.9967155456543,58.52766603321575,57.47524831895881,57.636431202441734
2023-08-14,57.78812789916992,58.29063219549529,57.23821453452364,58.1389325805591
2023-08-21,57.257179260253906,57.76916683325511,56.86844875856134,57.70279847565913
2023-08-28,56.23320770263672,57.58902463593384,56.053061917706465,57.40887885100359
2023-09-04,55.30404281616211,56.242683010352366,55.00063998337707,56.17631465790675
2023-09-11,54.93427276611328,55.93928495032104,54.75413060815322,55.370412312802095
2023-09-18,55.04519271850586,56.22064017719352,54.87317619506372,55.40833911749473
2023-09-25,53.49704360961914,54.94007059770605,53.15301058873752,54.85406234248564
2023-10-02,50.78301239013672,53.52571455407341,49.263535567091836,53.430151441378385
2023-10-09,50.54410171508789,51.92023388956959,49.79869921757639,50.610996624069735
2023-10-16,52.14958953857422,52.57963086550433,50.49632278882009,50.668339319592135
2023-10-23,52.78987121582031,54.118218184321826,51.65265047506071,51.96801531273327
2023-10-30,54.22333908081055,55.03563647448389,52.96188339227808,52.97144189083842
2023-11-06,54.204227447509766,54.92096175129525,53.57350140599851,54.26156385869313
2023-11-13,54.720272064208984,54.97829684484774,54.089546037813946,54.10865938958339
2023-11-20,55.97216796875,56.14418448519562,54.433577819152454,54.519586077375266
2023-11-27,56.039066314697266,56.22064134069903,55.045193857685085,55.94350319769577
2023-12-04,56.45638656616211,56.79352440862542,56.07108302518098,56.43712102166036
2023-12-11,56.446746826171875,57.833836508009064,55.676143488777086,56.66829873054153
2023-12-18,56.17703628540039,57.30404664604881,55.35827093263799,56.63939828543961
2023-12-25,56.764625549316406,56.81278757128816,55.92659460852229,55.92659460852229
2024-01-01,57.47743606567383,58.045756781104274,56.51418086491219,56.63940506987876
2024-01-08,58.17097473144531,58.23840229428656,57.23661611132145,57.48706449432602
2024-01-15,57.63155746459961,58.20950908555433,57.342577979595454,58.170977997616866
2024-01-22,57.188453674316406,57.86273297233825,56.50454344218458,57.56412257155708
2024-01-29,58.31546401977539,58.76819141331418,56.995801901058655,57.15955717708239
2024-02-05,57.37147903442383,58.16134797692083,56.86095129754636,58.16134797692083
2024-02-12,57.207725524902344,58.431060065244296,56.629773876886965,57.467804868867354
2024-02-19,58.95121383666992,59.35577922163473,57.32331033886204,57.41000344628688
2024-02-26,57.34257888793945,59.01864449450099,57.1595617291276,58.98974801535355
2024-03-04,57.332950592041016,57.901271313436546,56.803160960966856,57.05360569900167
2024-03-11,57.67972183227539,58.96084932480349,57.390746010049476,57.58339410851546
2024-03-18,58.73336410522461,59.21884403972205,58.06339942511064,58.1507859614769
2024-03-25,59.40332794189453,59.64606792083201,58.374109097789066,58.72365526008595
2024-04-01,57.781822204589844,59.519841320104234,57.19924774428868,59.403327168827616
2024-04-08,56.58754348754883,58.005147799134264,56.441901720522246,57.675021275055215
2024-04-15,58.42265701293945,58.607141769524134,56.247708851277935,56.907961897761865
2024-04-22,59.94707107543945,60.77238558073407,57.98573146219139,58.39353287781882
2024-04-29,60.36457443237305,61.00541151393084,59.43245382924576,60.121834460480436
2024-05-06,61.42292404174805,61.52002225788885,60.10242163749711,60.49080339030566
2024-05-13,61.199607849121094,61.90840820736536,60.97628749273606,61.40351226488001
2024-05-20,60.199520111083984,61.18989975738171,60.170392496284144,61.10251320906372
2024-05-27,61.102508544921875,61.199603056122136,59.29652248681885,59.995614819998906
2024-06-03,62.05405044555664,62.49098316517258,60.63644980317452,60.88889776122024
2024-06-10,60.733543395996094,62.13172807756631,60.28690271334704,62.08317711751984
2024-06-17,61.420066833496094,61.74296790202854,60.61770207816303,61.02866775314219
2024-06-24,62.28114318847656,62.88780467699218,61.55705600243675,61.635337312347346
2024-07-01,62.38877487182617,62.91716625248163,61.5081325244893,62.65296869582473
2024-07-08,62.33006286621094,62.73124522034368,60.9503866012512,62.22242793879468
2024-07-15,63.88587188720703,64.39468546439933,61.987591205714914,62.41813093932752
2024-07-22,65.60802459716797,65.66673184729218,62.93673273676656,63.8467324402751
2024-07-29,67.8389892578125,68.17167362684026,64.93286094992717,65.44167453353334
2024-08-05,67.20296478271484,68.0542572067047,66.27339851636765,67.50629551830504
2024-08-12,67.69221496582031,67.80963693289584,66.37124956381673,66.97791106374846
2024-08-19,68.28909301757812,68.6217773740657,67.2910250174828,67.85855329476709
2024-08-26,70.91146087646484,71.00930878271434,68.23038942558175,68.32823733183125
2024-09-02,69.61005401611328,71.94865379175671,69.36543054614793,70.88209904605942
2024-09-09,69.87425994873047,70.86253351123261,68.96426023239196,69.69813073055796
2024-09-16,70.57987976074219,71.30892722993586,69.33852297638863,70.7079533312843
2024-09-23,70.7276611328125,71.13159009364054,69.5552682041366,70.49121472851083
2024-09-30,69.13162994384766,71.67345318017571,68.68829200293963,70.93455160099865
2024-10-07,68.54051208496094,69.06266801275684,67.8410194725838,69.01341241600947
2024-10-14,69.39764404296875,70.15624641516845,68.44199672464852,68.54051543946072
2024-10-21,65.92972564697266,69.28926856462881,65.59476052606047,68.9641500532758
2024-10-28,64.0479965209961,66.40262915541153,63.929769552175365,65.96913778623173
2024-11-04,62.97412109375,64.5011874684875,62.245073590354124,64.11695922233993
2024-11-11,60.82638168334961,63.171163825240086,60.481558679933066,63.043086494928346
2024-11-18,62.97412109375,63.52583942184338,60.649047122415,60.93475289631445
2024-11-25,63.131752014160156,64.13665484320686,62.8263380119219,63.36819841220135
2024-12-02,62.071937561035156,63.7197809270526,61.44655532944728,63.58080709781084
2024-12-09,62.657615661621094,63.4517545331921,61.33736049765046,62.230765308135524
2024-12-16,62.09178924560547,63.39219420442193,61.82376667607447,62.7668082088496
2024-12-23,61.99252700805664,62.48886428788615,61.079264444058815,62.04215997868901
2024-12-30,61.29765319824219,62.29032774396271,61.168604447007716,61.88333133168741
2025-01-06,60.62263488769531,61.31750783488452,60.175930579734185,61.04948525010784
2025-01-13,62.25061798095703,62.31017981513981,60.265268949230745,60.6821942150047
2025-01-20,61.46640396118164,62.766808935043414,60.92043373696965,62.43922831521732
2025-01-27,63.01498031616211,63.8190480691878,61.8237700924491,62.40944823154741
2025-02-03,63.37234115600586,63.45175314805299,61.89325446325635,62.717176127917796
2025-02-10,68.36549377441406,69.51699222642839,63.19365688515885,63.63043229063852
2025-02-17,70.82732391357422,71.07549253806012,67.91878733165927,68.04783986343539
2025-02-24,70.6883544921875,71.24424982213515,69.81480360605465,70.3210621786116
2025-03-03,70.90673828125,72.1178023564231,68.94123948205828,69.72545322866226
2025-03-10,68.65337371826172,72.6836298623642,67.87908122776162,71.43285784148546
2025-03-17,69.27999877929688,70.19000244140625,68.54000091552734,69.23999786376953
