Date,goog_close,goog_high,goog_low,goog_open,msft_close,msft_high,msft_low,msft_open,nvda_close,nvda_high,nvda_low,nvda_open,meta_close,meta_high,meta_low,meta_open
2023-06-05,122.290771484375,128.93928106828588,121.4348250713694,124.02256668568552,322.3771057128906,333.9881552960619,318.1450285317262,330.693261558964,38.744842529296875,39.685229991212566,37.33175861274522,38.88375227093182,263.7071228027344,275.27260813262717,257.6655900867047,269.03200147354585
2023-06-12,123.47516632080078,126.1027204892562,121.58412918559439,122.81330028610702,337.7072448730469,346.72383496475805,320.7691212772569,324.1429215617901,42.668704986572266,43.69714280637508,38.59692679299788,39.178609936739306,279.6818542480469,286.49972758840875,264.08534744534035,265.9167429001578
2023-06-19,122.4400634765625,124.58491088895629,119.03618764887612,122.95264268175832,330.4960021972656,337.46066414328004,327.58585597646925,334.72808004331597,42.18597412109375,43.96600460791544,41.9920797064,42.9745451762286,287.3756408691406,288.3112339621304,274.9243128572218,277.4225487091868
2023-06-26,120.39973449707031,122.14148479254617,116.35887624146353,120.89339848200979,335.9414367675781,338.1018659336961,324.0541390558711,329.21352521012824,42.27892303466797,42.74067282017142,40.07812452805999,42.43783669907145,285.6337890625,288.43060493535097,276.29778573985004,287.3457217653145
2023-07-03,119.57363891601562,122.78841548553152,118.68783513547667,119.75279066901385,332.6662902832031,338.35836321246217,330.20992407979753,334.6096892381061,42.47980499267578,43.19041935735987,41.32343867130504,42.49379729204746,289.1671447753906,296.72153702095966,283.5137965108333,285.3551243772098
2023-07-10,125.10742950439453,126.49087624165418,115.28396293071836,118.5086869894058,340.5779724121094,346.68438690739697,322.5842895637729,330.0816674524057,45.44418716430664,48.06175733241629,41.62626841313086,42.63372153249002,307.4211120605469,314.75653515318805,285.7034605475355,294.16358776553614
2023-07-17,119.74284362792969,126.67998753278815,118.12550404814439,125.4657375256315,339.1278076171875,361.8270961369778,335.2410099540345,341.0120190817496,44.284820556640625,47.86986508159851,44.07593496513591,46.26374350926086,292.879638671875,317.1850676589688,289.8339955346659,306.09734109478086
2023-07-24,132.38294982910156,133.43796546264164,120.80777949231388,121.35121072660493,333.8007507324219,347.13820007654965,324.60659792174357,341.17975395006346,46.72449493408203,47.36914350352073,44.01597432458878,44.706595419061294,323.95318603515625,324.66980973407146,286.94757412722345,294.3924964229301
2023-07-31,127.93405151367188,133.19912278364845,127.17266594983417,132.3829810010309,323.3537292480469,333.9684381912943,321.54845441486714,332.370319134436,44.65562057495117,47.104284490145716,43.36332683497172,46.728490204303434,309.2723693847656,324.1323251228009,308.47610397844505,322.1715652229645
2023-08-07,129.5563507080078,132.02167861483917,128.14304669503673,128.8994584354441,316.6751708984375,326.6387589406983,314.8994595848591,323.93576884900534,40.83271026611328,45.515155641597026,40.61682850581949,45.08638883724827,300.2250671386719,316.3988408559604,298.95104226487763,311.760696563487
2023-08-14,127.50607299804688,131.86641709995956,126.40130507846943,129.23787587347715,312.20635986328125,320.70007855568747,307.34291022409764,317.0500603089589,43.27537536621094,45.243302826769465,40.28900668957251,40.46391044508555,281.9212646484375,305.7887845903582,273.0928789790184,299.5681035522197
2023-08-21,130.07391357421875,134.3337359088738,126.56055564662043,127.24729773758114,319.293212890625,329.1790634705279,313.42101523262494,314.30084024624097,45.99289321899414,50.23857271107689,44.197871718790765,44.46972266965853,284.1607360839844,298.05524203004785,274.73515808891875,282.12036466467373
2023-08-28,136.15512084960938,137.92672862373806,130.23317249090783,131.45736995575894,324.9082946777344,328.2002688955857,318.0475135264787,321.94254018016153,48.4825325012207,49.899758112495405,44.86350972490787,46.45663799955119,294.98974609375,300.3245888357522,284.4593577288717,286.64905012263455
2023-09-04,136.55322265625,136.8667401451377,133.3285060547942,135.79681083833543,330.45428466796875,332.3227247289634,324.90833750765535,325.244452774715,45.54713439941406,48.82434851038237,45.12736538252353,48.1966889831922,296.49267578125,305.60968143486906,290.8492591837229,295.62673125217816
2023-09-11,137.6480255126953,138.89213272957278,134.29390212893176,136.73236442349616,326.4505310058594,336.9690594310697,325.88703033061086,333.39038665572,43.879661560058594,46.14160973083182,43.78770131863037,46.126617290774774,298.9012451171875,311.4023238007236,297.34856549801344,299.99609109850775
2023-09-18,130.6312713623047,139.2703454853736,129.89475434602193,136.98120011765332,313.39129638671875,326.6284319852762,311.404231162296,324.05810531326813,41.590721130371094,44.22150159516772,40.961011965471485,42.728194340178185,297.67706298828125,306.6149505636064,291.8943189503635,296.79125359255164
2023-09-25,131.2284393310547,134.2541014929729,127.58568964359941,130.15352884032086,312.1456604003906,315.82319717862225,305.9175880325343,312.9760680381571,43.478851318359375,44.12355300458746,41.15792448535224,41.57173418001676,298.80169677734375,309.18279239810414,285.4446674365076,294.2531578781591
2023-10-02,138.0760040283203,138.5298632526382,131.44243040930147,131.53200249245444,323.5242919921875,325.4322535375942,307.6574868359446,312.66961933309204,45.74080276489258,45.76779068476559,43.22596559452739,44.00960281976353,313.9503479003906,314.82622478441607,297.09977181717124,301.31987275901326
2023-10-09,137.92672729492188,141.70881690175156,136.05558486918486,137.33951223556252,323.9889221191406,330.01926553838706,319.490842972773,321.0429284200652,45.43993377685547,47.58694110523264,44.347441722802245,44.82122111457337,313.21380615234375,328.989460608174,310.35727404989694,311.03407691139495
