Date,nvda_close,nvda_high,nvda_low,nvda_open
2023-06-05,38.744842529296875,39.685229991212566,37.33175861274522,38.88375227093182
2023-06-12,42.668704986572266,43.69714280637508,38.59692679299788,39.178609936739306
2023-06-19,42.18597412109375,43.96600460791544,41.9920797064,42.9745451762286
2023-06-26,42.27892303466797,42.74067282017142,40.07812452805999,42.43783669907145
2023-07-03,42.47980499267578,43.19041935735987,41.32343867130504,42.49379729204746
2023-07-10,45.44418716430664,48.06175733241629,41.62626841313086,42.63372153249002
2023-07-17,44.284820556640625,47.86986508159851,44.07593496513591,46.26374350926086
2023-07-24,46.72449493408203,47.36914350352073,44.01597432458878,44.706595419061294
2023-07-31,44.65562057495117,47.104284490145716,43.36332683497172,46.728490204303434
2023-08-07,40.83271026611328,45.515155641597026,40.61682850581949,45.08638883724827
2023-08-14,43.27537536621094,45.243302826769465,40.28900668957251,40.46391044508555
2023-08-21,45.99289321899414,50.23857271107689,44.197871718790765,44.46972266965853
2023-08-28,48.4825325012207,49.899758112495405,44.86350972490787,46.45663799955119
2023-09-04,45.54713439941406,48.82434851038237,45.12736538252353,48.1966889831922
2023-09-11,43.879661560058594,46.14160973083182,43.78770131863037,46.126617290774774
2023-09-18,41.590721130371094,44.22150159516772,40.961011965471485,42.728194340178185
2023-09-25,43.478851318359375,44.12355300458746,41.15792448535224,41.57173418001676
2023-10-02,45.74080276489258,45.76779068476559,43.22596559452739,44.00960281976353
2023-10-09,45.43993377685547,47.58694110523264,44.347441722802245,44.82122111457337
2023-10-16,41.367828369140625,46.203584586959614,41.0589695927208,45.04212413803774
2023-10-23,40.481239318847656,43.67675697994505,39.86152758701909,41.20990171809724
2023-10-30,44.98414993286133,45.28800612867796,39.211824006028074,41.06796590205054
2023-11-06,48.31260681152344,48.44954438031616,44.8781977920334,45.26402055505056
2023-11-13,49.27516555786133,49.93685766957116,48.07671962165316,48.2976179257796
2023-11-20,47.75387191772461,50.524587332287844,47.66790940274679,49.289159766177235
2023-11-27,46.74332809448242,48.73940431502387,46.16559682915732,47.77784831423533
2023-12-04,47.48398971557617,47.71888144384683,44.98914398302253,46.05565095547774
2023-12-11,48.87165069580078,49.385457727675515,45.812801571632846,47.47317748727851
2023-12-18,48.81167221069336,50.414067310013664,48.07994472861611,49.38145794120014
2023-12-25,49.50341033935547,49.978234327074226,48.732699840316755,48.949617439569735
2024-01-01,49.07856750488281,49.52839932284036,47.30223422162792,49.225511675653756
2024-01-08,54.689456939697266,55.325219724986496,49.460422047315284,49.49341060238556
2024-01-15,59.46866989135742,59.47766538428564,54.719453831379546,54.997349356024486
2024-01-22,61.00809097290039,62.82540940144852,58.563009903990846,60.02646111069735
2024-01-29,66.13516998291016,66.57499963939881,60.67721653889319,61.20901453003179
2024-02-05,72.1059341430664,72.15790895507466,66.27512288888843,68.19939592516685
2024-02-12,72.58573913574219,74.58299015980992,69.59386652808024,72.5727435280066
2024-02-19,78.78740692138672,82.36305967089498,66.22312611954024,71.91998374206487
2024-02-26,82.24810791015625,82.26910374751212,77.09604363606826,79.6700738089619
2024-03-04,87.49514770507812,97.36344406209207,83.38569063925348,84.09842046409769
2024-03-11,87.80814361572266,91.92979031242437,84.13835191531281,86.40060901009062
2024-03-18,94.2580337524414,94.74687156183035,84.98208196254554,90.3583139971714
2024-03-25,90.3263168334961,96.73420689681842,89.09372022052844,93.91013808598483
2024-04-01,87.97908782958984,92.19469755705444,85.85178101359672,90.26933547784746
2024-04-08,88.15702819824219,90.70919094945573,82.99473071784568,88.67085928991145
2024-04-15,76.17497253417969,90.58324125510191,75.58117346384236,89.06873939791475
2024-04-22,87.70618438720703,88.30198930446801,76.37490823954055,78.07834332000203
2024-04-29,88.75983428955078,89.25166943381491,81.22830499751667,87.56622627433318
2024-05-06,89.84847259521484,92.18970609418298,88.20201810410738,89.36063394500195
2024-05-13,92.44861602783203,95.78752277135449,88.49991669197493,90.44827392491446
2024-05-20,106.43402862548828,106.44002335978084,93.14939235766131,93.71920481787848
2024-05-27,109.59699249267578,115.7809576106713,106.90487625910878,110.20779186080803
2024-06-03,120.8482894897461,125.54574339421035,111.96620602456149,113.58367836501102
2024-06-10,131.83668518066406,132.79636129950956,116.97156690531405,120.33046382882705
2024-06-17,126.53881072998047,140.72530888993884,124.26937345205326,132.9572345315152
2024-06-24,123.50955963134766,128.08842528432723,118.01091487711217,123.20963050283807
2024-07-01,125.79899597167969,128.81825608276083,118.80072084660988,123.4395768907407
2024-07-08,129.20816040039062,136.11644616356534,127.00869790993201,127.45858397768862
2024-07-15,117.90094757080078,131.35763070702384,116.53128233228105,130.52783335169767
2024-07-22,113.03213500976562,124.65927378974851,106.27380643854875,120.32033937469282
2024-07-29,107.24356079101562,120.13039116860104,101.3450209019017,113.66198442911718
2024-08-05,104.72418975830078,108.7731948954271,90.66765656185765,92.03731411431865
2024-08-12,124.54930114746094,124.9691958147952,106.23381611394512,106.29379888713163
2024-08-19,129.33811950683594,130.71778436878125,123.06966773489455,124.24937729854322
2024-08-26,119.34059143066406,131.227653641652,116.68124316108421,129.53808285130913
2024-09-02,102.8046646118164,116.18136504603977,100.92512296050285,115.98141737686433
2024-09-09,119.0706558227539,120.76024189847516,103.66445634878761,104.85415798192993
2024-09-16,115.98133850097656,119.6407533600276,113.20178695395991,116.77121232511327
2024-09-23,121.38047790527344,127.6494662037425,114.84152875659147,116.53125941079779
2024-09-30,124.89990234375,125.01988578554294,115.12147686855782,118.29096508129112
2024-10-07,134.7783203125,135.75815840657205,124.92989859406742,124.96989307540039
2024-10-14,137.97779846191406,140.86733290640657,128.71929370957608,136.44804582990827
2024-10-21,141.51722717285156,144.39676881897816,137.4378968492852,138.10778725183985
2024-10-28,135.3782196044922,143.1169803919899,132.08875539721976,142.9770035162833
2024-11-04,147.6062469482422,149.74590195013883,135.5481901918122,137.1879256581598
